state_code,city,lat,lon,price_per_gallon,name,address,opis_id
OK,Big Cabin,36.5378,-95.2202,3.0073,WOODSHED OF BIG CABIN,"I-44, EXIT 283 & US-69",7
WI,Tomah,43.9747,-90.4957,3.2873,KWIK TRIP #796,"I-94, EXIT 143 & US-12 & SR-21",9
AZ,Gila Bend,32.9478,-112.7187,3.899,PILOT TRAVEL CENTER #1243,"I-8, EXIT 119 & SR-85",20
AR,Fort Smith,34.469704,-91.711358,3.399,LITTLEFIELD EXPRESS #2,"I-540, EXIT 12 & US-71",28
NJ,Columbia,34.0007,-81.0348,3.079,ACI TRUCK STOP,US-46,35
VA,Mount Jackson,38.7426,-78.6428,2.899,SHENANDOAH TRUCK CENTER,"I-81, EXIT 273 & SR-703/SR-292",36
TX,Jarrell,30.824,-97.6044,2.919,CIRCLE K #2612042,"I-35,  EXIT 271",44
AL,Shorter,32.3957,-85.9216,3.154,PETRO STOPPING CENTER #348,"I-85,  EXIT 22 & CR-138",46
IN,Seymour,40.996485,-88.472984,3.959,TA SEYMOUR TRAVEL CENTER,"I-65, EXIT 50 & US-50 & US-31",49
IA,Council Bluffs,41.2619,-95.8608,3.7257,TA COUNCIL BLUFFS TRAVEL CENTER,"I-29 & I-80, EXIT 3",50
ND,Sterling,48.734794,-98.963424,3.5157,TOPS TRUCK STOP,"I-94, EXIT 182 & US-83",56
CO,Montrose,38.4783,-107.8762,3.424,Good 2 Go #709,US-50,75
DE,Laurel,38.418523,-75.745376,3.229,OASIS TRAVEL PLAZA,US-13,77
DE,New Castle,39.794994,-74.686553,3.249,DELAWARE TRUCK PLAZA,US-13 & US-40,79
FL,Ellenton,27.5253,-82.521,3.439,One9 #89,"I-75, EXIT 224",81
CO,Dumont,39.7219,-105.6627,3.459,DOWNIEVILLE FUEL STOP,"I-70, EXIT 234",85
GA,Crawfordville,33.5537,-82.8971,3.499,MOLLYS FOOD & FUEL,"I-20 & ST 22, EXIT 55",91
MI,Bridgeport,43.591324,-83.080213,3.3373,TA SAGINAW I 75 TRAVEL CENTER,"I-75, EXIT 144-B",105
AZ,Lupton,35.3603,-109.0817,3.299,Lupton Truck Stop #567,"I-40, EXIT 359",118
AZ,Eloy,32.7837,-111.5548,3.474,PETRO STOPPING CENTER #306,"I-10, EXIT 200",121
KY,Henderson,36.0395,-114.9817,3.609,CIRCLE K #4700095,US-41,127
IL,Effingham,39.12,-88.5434,3.4323,THE EFFINGHAM CHROME SHOP,"I-57 & I-70, EXIT 159",128
IL,Atkinson,40.461222,-89.771431,3.4757,LOVES TRAVEL STOP #766,"I-80, EXIT 27",135
IN,Daleville,40.1231,-85.538,3.624,SPEEDWAY #8039,"I-69, EXIT 234 & SR-67",147
IN,Fort Wayne,41.0793,-85.1394,3.5923,RAYS TRUCK WASH,"I-69, EXIT 309 & US-30",149
NE,Gothenburg,40.9261,-100.1605,3.1323,CUBBYS #2101,"I-80, EXIT 211 & SR-47",151
FL,Jacksonville,30.3322,-81.6557,3.859,PILOT TRAVEL CENTER #87,"I-10, EXIT 343",159
LA,Denham Springs,30.488,-90.9579,3.2323,PILOT TRAVEL CENTERS #79,"I-12, EXIT 10 AT MILE 10",160
IN,Lake Station,41.5742,-87.252,3.809,FLYING J TRAVEL PLAZA #650,"I-94, EXIT 15 B",164
IN,Hebron,40.843544,-86.143572,3.4357,FLYING J TRAVEL PLAZA #653,RT 2 & I-65 EXIT 240,167
TX,Nacogdoches,30.072134,-95.472285,2.859,Hop-In Food Stores,US-59 & SR-224,174
IA,Council Bluffs,41.2619,-95.8608,3.719,SAPP BROS TRAVEL CENTER,"I-29 & I-80, EXIT 1B",184
WY,Moorcroft,41.467731,-107.876019,3.239,COFFEE CUP FUEL STOP #5,"I-90, EXIT 154 & US-16",186
IA,Latimer,42.7661,-93.368,3.2323,DUDLEYS CORNER,"I-35, EXIT 165 & SR-3",187
IA,Clear Lake,42.417421,-94.71935,3.1857,KUM & GO #0302,"I-35, EXIT 193 & SR 106",191
IA,Stuart,42.382127,-92.636997,3.099,Brew Stuart Truckstop,"I-80, EXIT 93",192
AR,West Memphis,35.1465,-90.1845,3.3673,PETRO STOPPING CENTER #311,"I-40 & I-55, EXIT 280",195
CO,Atwood,40.5366,-103.251,3.299,SINCLAIR,"I-76, EXIT 115",198
KS,Salina,39.485424,-96.13531,3.8057,PETRO STOPPING CENTER #366,"I-70, EXIT 252",199
IN,Highland,40.949426,-84.83769,3.814,PILOT TRAVEL CENTER #31,"I-80/94, EXIT 2",203
OH,Sardinia,39.0081,-83.8098,3.5657,MARATHON,SR-32,207
MS,Ocean Springs,30.4099,-88.827,3.4157,CIRCLE K #2721593,"I-10, EXIT 50",216
KS,Salina,39.485424,-96.13531,3.0257,NORTH 9TH 24/7,"I-70, EXIT 252",217
KY,Mount Vernon,38.674022,-85.878891,2.999,DERBY CITYS TRUCK PLAZA,"I-75, EXIT 62 & US-25",231
FL,Ocala,28.41922,-81.872077,3.3857,PILOT TRAVEL CENTERS #92,"I-75, EXIT 358",235
LA,Port Allen,30.4527,-91.2085,3.039,LA 1 SOUTH TRUCKSTOP,"I-10, EXIT 153 & SR-1",240
IN,Lake Village,40.349426,-87.608278,3.179,SAVE,US-41 & SR-10,243
LA,Duson,30.231,-92.179,2.9823,BIG D TRUCK TRAVEL PLAZA,"I-10, EXIT 92 & SR-95",244
LA,New Orleans,29.9511,-90.0715,3.729,Mardi Gras Truck Stop,"I-10, EXIT 236",248
KS,Hays,38.8789,-99.3267,3.499,GOLDEN OX TRUCK STOP,"I-70/US-40, EXIT 159 & US-183",250
AR,West Memphis,35.1465,-90.1845,3.3257,LOVES TRAVEL STOP #450,"I-40, EXIT 280 & I-55, EXIT 4",253
MD,Grantsville,38.858064,-77.67563,3.899,BFS FOODS #66,"I-68/US-40, EXIT 22 & US-219",256
MT,Great Falls,47.5002,-111.3008,3.6357,PILOT TRAVEL CENTER #917- TOWN PUMP,I-15 & 31ST STREET EXIT 277,257
MI,Bridgman,41.9428,-86.5569,3.559,CASEYS #3956,I-94 EXIT 16,263
KS,Dodge City,37.7528,-100.0171,3.399,CORNER MARKET #117,SR-154 & SR-129,267
MI,Monroe,43.014853,-83.486095,3.379,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",269
IN,Carlisle,39.478838,-85.861219,3.499,CARLISLE PLAZA,US-41,278
IN,Taylorsville,38.525897,-85.843572,3.399,CIRCLE K #4700065,"I-65, EXIT 76 & US-31",281
KS,Lawrence,37.944247,-94.970604,3.229,LOVES TRAVEL STOP #173,"I-70, MM 209",289
KS,Cherryvale,37.27,-95.5536,3.2323,PETES #56,US-169 & CR-5000,292
KS,Matfield Green,38.1541,-96.5449,3.2557,LOVES TRAVEL STOP #176,"I-35, MILE MARKER 97",293
MA,Springfield,39.7817,-89.6501,3.599,FL Roberts,"I-91, EXIT 4",304
KS,Kansas City,39.0997,-94.5786,3.199,QUIKTRIP #231,"I-635, EXIT 3",309
NE,Ogallala,41.1283,-101.7196,3.4657,SAPP BROS TRAVEL CENTER,"I-80, EXIT 126",323
UT,Willard,39.897091,-110.988905,3.749,FLYING J TRAVEL PLAZA #748,"I-15, EXIT 357",326
FL,Saint Johns,27.807455,-80.795607,3.469,TA JACKSONVILLE SOUTH TRAVEL CENTER,"I-95, EXIT 329",341
IN,Portage,38.596485,-87.325925,3.9907,7-ELEVEN #40514,I-90/80-IN TOLL RD MM 22E,347
NY,Binghamton,42.0987,-75.918,3.724,TA BINGHAMTON TRAVELCENTER,"I-81N, EXIT 2W & I-81S, EXIT 3",358
FL,Jacksonville,30.3322,-81.6557,3.3157,CIRCLE K #2726293,"I-295, EXIT 25",361
NY,Gansevoort,43.1706,-73.6471,3.774,WILTON TRAVEL PLAZA,"I-87, EXIT 16",368
IN,Hammond,39.831779,-84.290631,3.999,GAS DEPOT,"I-94, EXIT 5",372
TX,Jacksonville,30.3322,-81.6557,2.9157,7-Eleven #41830,US-69 & US-135,381
AZ,Yuma,32.653288,-113.645927,3.489,Circle K #2709664,"I-8, EXIT 12",387
OH,Sunbury,40.2428,-82.859,3.719,Pilot Travel Centers #14,"I-71, EXIT 131",388
OH,Seville,41.0003,-81.8687,3.699,PILOT TRAVEL CENTERS #13,"I-71, EXIT 209",391
OH,Hebron,39.877018,-81.291386,3.429,TRUCKOMAT OF HEBRON,"I-70, EXIT 126 & SR-37",403
OH,Perrysburg,41.5578,-83.6274,3.499,FUEL MART #641,"I-80 & I-280, EXIT 71",407
OK,Oklahoma City,35.4676,-97.5164,3.3023,PETRO STOPPING CENTER #316,"I-40 & I-35, EXIT 127",421
OK,Choctaw,35.900636,-98.137741,2.899,E EXPRESS,"I-40, EXIT 166",424
GA,Dublin,33.51709,-85.293074,3.299,Neighbors Express,"I-16, EXIT 51",425
NE,Alliance,40.872429,-98.029847,3.324,WESTERN COOP,US-385 & SR-2,442
VA,Ruther Glen,37.9315,-77.4885,3.2657,MR FUEL #753,"I-95, EXIT 104 & SR-207",455
IN,Woodburn,41.231779,-85.402396,3.399,THE COUNTRY OASIS,US-24,456
MO,Rock Port,40.4117,-95.5133,3.399,HAPPY HILLS GAS & COFFEE,I-29 EXIT 110,458
SC,Gilbert,33.3528,-111.789,3.079,TRUCK STOP 44,I-20 EXIT 44,460
SC,Orangeburg,33.4918,-80.8651,3.2623,SPINX #271,"I-26, EXIT 145 & US-601",461
CO,Alamosa,37.4695,-105.87,3.259,LOAF N JUG #750010,US-160 & SR-17,469
MS,Toomsuba,32.3504,-88.4823,3.299,KEWANEE 1 STOP,"I-20, EXIT 169 & US-80",474
ND,Pembina,48.9659,-97.2428,3.299,GASTRAK OF PEMBINA,"I-29, EXIT 215",478
OK,Guymon,36.6853,-101.481,2.9757,ALLSUPS #2387,US-54/SR-136/SR-3 & US-64,483
TX,Laredo,27.5306,-99.4803,3.299,LA NORIA CONV STORES,"I-35 N, EXIT 4",486
MT,Moore,46.386631,-112.192588,3.749,EDDIES CORNER,US-87 & US-191,489
TN,Heiskell,36.1884,-84.0374,2.999,One9 #403,"I-75, EXIT 117",491
TN,Knoxville,35.9606,-83.9207,3.439,PILOT TRAVEL CENTERS #270,"I-40 & I-75, EXIT 374",496
TX,Van Horn,31.0391,-104.8307,3.649,LOVES TRAVEL STOPS #256,"I-10, EXIT 140B",509
OH,Lore City,39.771136,-83.00315,3.179,GO MART FOOD STORE #57,"I-70 & ST-285, EXIT 186",522
GA,Gainesville,32.152384,-82.769545,3.2657,CIRCLE K #2723322,"I-985, EXIT 20 & SR-60",523
MS,West Point,33.641646,-90.16399,3.059,FASTBREAK,US-45 ALT,525
IN,Wanatah,39.878838,-85.667102,3.499,PLAZA 30,US-30,546
IL,Peru,38.849457,-90.159666,3.429,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",557
AR,Maumelle,33.61088,-92.381947,3.2073,SHELL MORGAN ROAD TRUCK STOP,"I-40, EXIT 142",559
IN,Gary,41.137661,-84.978866,3.8307,TA GARY TRAVEL CENTER,"I-80/I-94, EXIT 6",566
AZ,Eloy,32.7837,-111.5548,3.459,TA ELOY TRAVEL CENTER,"I-10 & I-8, EXIT 203",567
IN,Fort Wayne,41.0793,-85.1394,3.889,PILOT TRAVEL CENTER #881,"I-69, EXIT 309A",572
LA,Egan,30.834666,-92.40604,3.624,PETRO STOPPING CENTER #343,"I-10, EXIT 76",576
OR,Troutdale,45.5393,-122.3887,3.779,LOVES TRAVEL STOP #449,"I-84, EXIT 17",578
WY,Rock Springs,41.5875,-109.2029,3.6707,FLYING J TRAVEL PLAZA #764,"I-80, EXIT 104 & US-191",579
WA,Prosser,46.2068,-119.7654,4.479,AMERISTAR TRAVEL PLAZA #120,"I-82, EXIT 80",586
AL,Cottondale,33.15373,-88.088189,2.964,TA TUSCALOOSA TRAVEL CENTER,"I-20/I-59, EXIT 77",588
MO,Concordia,38.497261,-92.350133,3.2257,TA Concordia Travel Plaza,"I-70, EXIT 58 & SR-23",591
NE,Sidney,42.484194,-97.147494,3.5007,Sapp Bros Travel Center,"I-80, EXIT 59 & SR-17J",599
NH,Lebanon,43.152492,-69.437425,3.599,JIFFY MART EXIT 18 TRUCK STOP,"I-89/SR-120, EXIT 18 & SR-120",602
NY,Montgomery,32.3668,-86.2999,4.359,TA MAYBROOK TRAVEL CENTER,"I-84, EXIT 5",614
OH,Geneva,39.053489,-81.909033,3.1523,KWIK FILL #227,"I-90,  EXIT 218",628
OR,Albany,43.460256,-121.656232,3.379,UNION 76,"I-5, EXIT 233 E",636
TN,Holladay,36.530198,-87.071757,2.9857,ONE9 #1366,"I-40, EXIT 126 & US-641",651
TN,Knoxville,35.9606,-83.9207,3.4257,TA KNOXVILLE EAST TRAVEL CENTER,"I-40 & I-75, EXIT 374",652
TX,Canutillo,31.719193,-98.295814,3.499,PETRO STOPPING CENTER #350,"I-10,  EXIT 4",669
NJ,Thorofare,39.598904,-72.835717,3.549,CROWN POINT TRUCK STOP,"I-295/US-130,EXIT 22",672
SD,Summit,44.87037,-101.177063,3.2057,TA EXPRESS SUMMIT,"I-29, EXIT 207 & US-12",680
NY,Randolph,41.112785,-75.309816,4.499,7-ELEVEN #35101,"I-86/SR-17, EXIT 16",684
KS,Wichita,37.6872,-97.3301,3.499,FLYING EAGLE,"I-235, EXIT 4",689
IA,Ottumwa,43.393892,-92.31935,3.399,BP,US-63,692
KY,Greenup,38.532846,-85.208302,3.649,Arco #364420,US-23,739
CO,Evans,38.289223,-104.314045,3.1723,QUIKTRIP #4231,US-85,748
MO,Alexandria,39.061967,-91.538368,3.0157,AYERCO #26,US-61/US-136,769
WI,Barneveld,44.345014,-89.801802,3.489,Kwik Trip #1508,"US-18/SR-151, EXIT 58",815
IL,North Chicago,39.390633,-89.859666,3.389,SPEEDWAY #7459,US-41 & SR-137,855
GA,Sylvania,32.446501,-84.975427,3.499,Ocean Fuel,US-301/SR-73,863
AR,West Memphis,35.1465,-90.1845,3.395,PILOT TRAVEL CENTERS #429,"I-40, EXIT 280",906
AL,Pelham,34.012553,-87.24113,3.4657,CIRCLE K #2704888,"I-65, EXIT 246 & SR-119",908
AL,Mc Calla,31.694906,-86.04113,3.1257,PETRO STOPPING CENTER #319,"I-20/59,  EXIT 100",912
AR,Conway,34.975586,-91.887829,3.0323,CASEYS #4254,"I-40, EXIT 129",936
AZ,Phoenix,33.4484,-112.074,3.3923,CIRCLE K #2702885,"I-17/SR-60, EXIT 199A",970
AZ,Quartzsite,34.394465,-112.040045,3.959,PILOT TRAVEL CENTER #328,"I-10, EXIT 17",977
ID,Blackfoot,43.1902,-112.3449,3.5323,STINKER #85,"I-15, EXIT 93",981
AZ,Yuma,32.653288,-113.645927,3.5657,CIRCLE K #2701948,"I-8, EXIT 7 & SR-195",982
DE,New Castle,39.794994,-74.686553,3.424,FOUR STATES TRUCK STOP,"I-495, EXIT 4 & SR-9",1028
FL,Lake City,26.548632,-80.107371,3.5623,Union 76,US-441 & SR-100A,1042
FL,Lake City,26.548632,-80.107371,3.2515,ONE9 #1401,I-75 EXIT 414  & US-41,1043
FL,Marianna,26.972161,-79.525018,3.6073,TA MARIANNA TRAVEL CENTER,"I-10/SR-8, EXIT 142 & SR-71",1047
GA,Dublin,33.51709,-85.293074,3.4157,PILOT TRAVEL CENTER #68,"I-16 /SR-404, EXIT 51 & US-441",1075
GA,Thomson,31.940619,-82.73425,3.399,CIRCLE K #2705367,"I-20, EXIT 172",1106
IA,Denison,42.08801,-94.172291,3.399,BC AMPRIDE TRUCK PLAZA,US-59/SR-141,1112
IA,Parkersburg,42.782127,-93.889938,3.5823,KWIK STAR #704,SR-57/SR-14,1115
ID,Eden,43.4934,-113.393534,3.799,TRAVELERS OASIS,"I-84, EXIT 182",1121
IL,Wadsworth,39.343575,-90.371431,3.8115,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",1128
IL,Ina,39.708281,-89.259666,3.249,SPEEDWAY #7423,"I-57, EXIT 83",1132
IL,Oakwood,39.661222,-90.91849,3.499,PILOT TRAVEL CENTER #171,"I-74, EXIT 206",1136
IL,Divernon,40.214163,-89.11849,3.499,CIRCLE K #4701398,"I-55, EXIT 82 & SR-104",1140
IN,Greenfield,38.820014,-86.63769,3.959,PILOT TRAVEL CENTER #30,"I-70, EXIT 96",1149
IN,Knightstown,41.290602,-87.784749,3.759,SPEEDWAY #8061,"I-70, EXIT 115 & SR-109",1151
TX,Cedar Creek,29.954487,-96.231108,3.199,CIRCLE K #2704691,SR-71 & CR-214,1154
IN,Shelbyville,41.020014,-85.790631,3.599,CIRCLE K #4700028,"I-74/US-421, EXIT 116 & SR-44",1156
IN,Terre Haute,41.149426,-88.490631,3.4357,One9 #297,"I-70, EXIT 11 & SR-46",1157
IN,Valparaiso,39.961191,-84.767102,3.864,PILOT TRAVEL CENTERS #36,US-30  & SR-49,1158
KS,Emporia,39.379541,-98.217662,2.839,SHORT STOP #13,US-54,1163
KY,Georgetown,38.850493,-83.373008,3.2057,PILOT TRAVEL CENTERS #353,"I-75, EXIT 129",1176
KY,Lebanon Junction,37.238728,-84.890655,3.609,PILOT TRAVEL CENTERS #399,"I-65, EXIT 105",1179
LA,Saint Francisville,30.693489,-92.353099,3.384,SOUTHERN BELLE TRUCK STOP,US-61 & SR-964,1196
MA,Leominster,42.694877,-71.874224,3.6823,ALLTOWN MARKETS #306,"I-190, EXIT 7",1199
MD,Perryville,37.869828,-75.99916,3.599,ONE9 #290,"I-95, EXIT 93 & SR-222",1202
IL,Effingham,39.12,-88.5434,3.434,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",1204
MI,Kalamazoo,43.203089,-84.544919,3.299,D AVENUE FUEL PLAZA,US-131,1208
MI,Paw Paw,42.461912,-83.521389,3.579,ROADHAWK TRAVEL CENTER,"I-94, EXIT 56 & SR-51",1210
MN,Austin,30.2672,-97.7431,3.374,KWIK TRIP #250,"I-90, EXIT 179",1217
MN,Pillager,46.041513,-95.62078,3.299,CASEYS #3658,SR-210,1218
MO,Bowling Green,39.16785,-94.132486,3.0157,AYERCO #35,US-61 & US-61 BUS,1225
MO,Lamar,38.720791,-90.056015,3.199,Lamar Travel Plaza,US-71 & US-160,1234
MO,Palmyra,37.850203,-90.108956,3.0157,AYERCO #44,US-36 & US-24,1236
MO,Sedalia,39.56785,-93.373662,3.199,TEMP STOP #103,US-65,1240
MO,West Plains,37.685497,-93.532486,3.299,SNAPPY MART #11,US-63 & SR-14,1247
MS,Corinth,31.90047,-89.899284,3.154,MAPCO #3009,US-72,1251
MS,Greenville,31.829881,-88.258108,3.2557,DOUBLE QUICK #89,US-82/US-278,1256
MS,Red Banks,32.07694,-88.628696,2.9723,JOE JOES TRAVEL CENTER,US-78 & RED BANKS RD S,1265
NC,Mebane,36.0957,-79.2678,3.9473,LOVES TRAVEL STOP #667,"I-85, EXIT 152",1304
NC,Sanford,34.612419,-81.262301,3.0823,CIRCLE K #2720218,US-421 BUS & US-15/US-501/US-1,1315
NC,Wilmington,36.883007,-78.879948,3.629,SCOTCHMAN #3303,US-421 & US-74,1325
NC,Wilson,34.306537,-80.415243,3.199,SPEEDWAY #7949,US-301/US-264 ALT & CR-1674,1326
NE,Grand Island,40.437135,-97.729847,3.3073,PUMP & PANTRY #15,US-30,1333
NJ,Bordentown,40.187139,-74.459246,3.499,BORDENTOWN VALERO,"NJ TNPK, EXIT 7 & US-206",1340
NJ,Fairfield,41.104786,-72.482776,3.2023,Delta,"I-80, EXIT 47B",1342
NJ,Mahwah,40.222433,-74.79454,3.5323,BOLLA TRUCK STOP #193,US-202 & SR-17,1344
NJ,Palmyra,41.645963,-72.712187,3.359,GLOBAL,SR-73,1348
NM,Milan,36.305221,-105.6926,3.5907,LOVES TRAVEL STOP #257,"I-40 & HORIZON, EXIT 79",1356
IN,Rolling Prairie,41.00825,-88.31416,3.9823,7- ELEVEN #40507,"I-80/I-90, MM 56 WB",1364
OH,Canton,41.041724,-81.891386,3.6223,PILOT TRAVEL CENTER #469,"I-77, EXIT 101 & SR-627",1372
OH,Lima,40.747607,-83.585503,3.0857,FUEL MART #782,"I-75, EXIT 118",1376
OH,Seville,41.0003,-81.8687,3.739,TA LODI TRAVEL CENTER,"I-71, EXIT 209 & I-76/US-224, EXIT 1",1379
OH,Montpelier,40.159371,-80.709033,3.4157,SUNOCO,"I-80/I-90, EXIT 13 & US-20ALT/SR-15",1384
OK,Billings,45.7833,-108.5007,3.2157,ONCUE EXPRESS #2045,"I-35, EXIT 203 & SR-15",1391
OK,Clinton,35.771224,-94.731858,3.099,DOMINO FOOD AND FUEL #1,"I-40, EXIT 66",1395
IN,Covington,40.055308,-85.490631,3.2623,ONE9 #339,"I-74, EXIT 4 & SR-63",1404
PA,Breezewood,39.9959,-78.2378,4.099,SAC SHOP #507,"I-70, EXIT 12/161",1414
PA,Gettysburg,40.090752,-77.253873,3.899,GETTYSBURG TRAVEL PLAZA,US-15 & SR-394,1424
IN,Lafayette,41.325897,-85.543572,3.4323,CIRCLE K #4702408,"I-65, EXIT 168 & SR-38/SR-25",1428
PA,Mechanicsburg,40.18487,-78.47152,4.049,KWIK FILL #259,"I-81, EXIT 57",1432
SC,Lugoff,33.003951,-79.559713,3.4323,PILOT TRAVEL CENTERS #346,"I-20, EXIT 92 & US-601",1444
WY,Cheyenne,41.432437,-106.305431,3.709,PILOT TRAVEL CENTERS #402,"I-80, EXIT 367",1445
SC,Chesnee,34.945127,-79.718536,3.199,HOT SPOT #3005,US-221,1447
GA,Rockmart,32.199443,-82.85778,3.319,EXPRESS STOP,US-278/SR-101/SR-6 & SR-113,1453
SC,Florence,33.85101,-79.083242,3.3257,PETRO FLORENCE,"I-95, EXIT 169",1455
SC,Inman,33.803951,-79.047948,3.099,CIRCLE K #2705370,"I-26, EXIT 15 & US-176",1461
SC,Lexington,38.0406,-84.5037,3.199,CIRCLE K #2723254,"I-20, EXIT 55 & SR-6",1464
SC,Beech Island,32.980421,-79.506772,3.159,CIRCLE K #2705348,US-1,1470
SC,Duncan,32.898068,-79.189125,3.4323,TA SPARTANBURG TRAVEL CENTER,"I-85, EXIT 63 & SR-290",1479
TN,Greeneville,36.283139,-84.565874,3.499,ROADRUNNER MARKET #6019,"I-81, EXIT 36 NORTH",1487
TN,Chattanooga,35.0456,-85.3097,2.899,MAPCO #3538,"I-24, EXIT 174",1492
TN,Memphis,35.1495,-90.049,3.189,CIRCLE K #4703941,"I-55, EXIT 5A",1507
TX,Amarillo,32.119193,-99.566402,3.2323,LOVES TRAVEL STOP #261,I-27 EXIT 116,1516
IN,Shelbyville,41.020014,-85.790631,3.509,CircleK #4702365,"I-74, EXIT 112 & SR-9",1531
TX,Brownfield,32.201546,-99.125226,2.9923,YESWAY #1157,US-62,1533
TX,Dilley,28.665,-99.177,3.099,SHELL,"I-35, EXIT 86 & SR-85",1546
TX,Dumas,31.83684,-97.925226,3.0323,TOOT N TOTUM #107,US-287,1548
TX,Freer,31.789781,-96.531108,3.099,STRIPES #40911,US-59 & SR-16,1552
CO,Seibert,38.795105,-106.978751,3.499,SEIBERT TRAVEL PLAZA,"I-70, EXIT 405 & SR-59",1555
NY,Irving,41.148079,-73.774522,2.949,CATTREZ,US-20 & SR-5,1560
TN,Wildersville,34.753727,-86.648227,3.099,I MART #108,"I-40, EXIT 108",1562
IA,Des Moines,41.5868,-93.625,3.0273,KUM & GO #4110,"I-235, EXIT 11",1567
MT,Butte,46.0038,-112.5348,3.5657,FLYING J TRAVEL PLAZA #924- TOWN PUMP,"I-15, EXIT 122 & I-90 MM220",1579
TX,Amarillo,32.119193,-99.566402,3.314,LOVES TRAVEL STOP #250,I-40 EXIT 60,1582
TX,Andrews,31.519193,-98.895814,3.369,Stripes 7Fleet #42498,US-385 & CR-1910,1585
IN,Lake Station,41.5742,-87.252,3.559,ROAD RANGER #240,"I-80 & I-94, EXIT 15-A",1590
NM,Jamestown,35.52875,-105.657306,3.4423,FLYING J #305,"I-40, EXIT 39",1596
PA,Eighty Four,40.090752,-76.742108,4.999,7-ELEVEN #36156,"I-70 & SR-519, EXIT 25/333",1597
NY,Mc Graw,43.206902,-73.350992,3.449,ONVO TRAVEL PLAZA,"I-81, EXIT 10",1599
MS,Beaumont,30.0802,-94.1266,3.5657,CIRCLE K #2723387,US-98,1602
WA,Marysville,47.136196,-121.799318,4.559,DONNAS TRAVEL PLAZA,"I-5, EXIT 202",1606
MD,Baltimore,39.2904,-76.6122,4.759,TA BALTIMORE TRAVEL CENTER,"I-95, EXIT 57",1610
WV,Ripley,38.532402,-81.580924,3.499,GO MART FOOD STORE #33,US-33,1618
AL,Birmingham,33.5186,-86.8104,3.489,CIRCLE K #2709337,"I-65, EXIT 262B",1621
TX,Bridgeport,31.001546,-96.989932,2.7823,RACEWAY #6973,US-380 & SR-114/SR-101,1622
CO,Commerce City,40.112752,-105.372869,3.389,SAPP BROS TRAVEL CENTER,"I-70 & I-270, EXIT 278",1623
SC,Bowman,32.968657,-83.089125,3.4323,PILOT TRAVEL CENTERS #60,"I-26, EXIT 159",1625
NM,Las Cruces,35.15228,-107.580835,3.1907,PILOT TRAVEL CENTERS #266,"I-10, EXIT 139 & SR-292",1632
TX,Von Ormy,29.907428,-97.889932,3.109,7-ELEVEN #36302,"I-35, EXIT 144",1633
WI,Oak Creek,43.192072,-89.678273,3.889,PILOT TRAVEL CENTERS #40,"I-94, EXIT 322",1634
TX,Roscoe,30.272134,-96.813461,2.929,ALLSUPS CONVENIENCE STORE #2414,"I-20, EXIT 235",1644
IN,Plymouth,39.961191,-85.667102,3.609,SPEEDWAY #8310,US-6  & US-31,1646
IN,Hammond,39.831779,-84.290631,3.7657,SPEEDWAY #8305,US-41 & SR-312,1647
IL,Chicago,41.8781,-87.6298,3.584,ROAD RANGER #187,"I-55, EXIT 289",1653
TX,Cameron,31.860369,-97.925226,2.989,CEFCO #3,US-77/US190/SR-36,1654
LA,Calhoun,31.834666,-91.294276,3.159,CHEVRON,"I-20, EXIT 101 & SR-151",1661
NY,Fultonville,43.512785,-74.427463,3.169,BETTY BEAVERS TRUCKSTOP,"I-90, EXIT 28",1669
MO,Joplin,38.36785,-94.397192,3.449,Petro Stopping Center #54,"I-44, EXIT 4 & SR-3",1670
NC,Dunn,34.141831,-78.862301,3.699,LOVES TRAVEL STOP #412,"I-95, EXIT 77",1671
TX,Amarillo,32.119193,-99.566402,2.899,HANA TRAVEL PLAZA,"I-40,  EXIT 77",1672
AL,Sylacauga,32.436083,-85.070542,3.799,ALLENS FOOD MART280,US-280/US-231/SR-53/SR-38 & CR-8/CR-34,1699
TX,Daingerfield,30.213311,-97.042873,3.109,TOPPS FUEL STOPS,US-259/SR-49,1700
KS,Liberal,39.944247,-95.800015,3.0157,TOOT N TOTUM #120,US-54 & S WESTERN AVE,1720
TX,Buna,29.601546,-95.842873,3.149,HIGHWAY 96 FUEL STOP,US-96 & SR-62/FM-1004,1749
TX,Abbott,31.907428,-96.33699,2.899,PWI #169,"I-35/US-77, EXIT 359 & CR-1304",1753
MI,Howard City,43.191324,-86.239036,3.299,M-46 AUTO TRUCK PLAZA,"US-131, EXIT 120 & SR-46",1773
TX,Midland,32.025075,-95.684049,3.5657,PILOT TRAVEL CENTERS #257,"I-20, EXIT 126 & FM-1788",1791
TX,Panhandle,29.848605,-95.489932,3.314,LOVES TRAVEL STOP #229,I-40 EXIT 96 & SR-207,1807
TX,Perryton,32.083899,-96.63699,2.999,KENT KWIK #804,US-83,1810
FL,Okeechobee,27.630985,-80.830901,3.709,PILOT TRAVEL CENTERS #96,"SR- 60 & FL TURNPIKE, EXIT 193",1829
MS,Hattiesburg,33.90047,-87.799284,3.299,CORNER FUEL CENTER,US-49,1832
