state_code,city,lat,lon,price_per_gallon,name,address,opis_id
WI,Endeavor,45.168543,-88.79592,3.1757,GOHL POST BP,"I-39, EXIT 100",70481
WY,Midwest,44.150084,-109.358372,3.459,BIG D OIL #19,SR-259 & SR-387,70482
NY,Copiague,42.406902,-76.933345,3.419,BOLLA MARKET,SR-27 & CR-47,70483
NM,Lovington,32.444,-103.3494,3.104,ALLSUPS CONVENIENCE STORE #2117,SR-18 & CR-97,70484
NM,Hobbs,32.7026,-103.136,3.3823,ALLSUPS CONVENIENCE STORE #2145,SR-132,70485
TX,Plains,29.942722,-99.689932,3.369,ALLSUPS CONVENIENCE STORE #2365,US-380 & SR-214,70488
MO,Hamilton,38.214909,-94.04425,3.2407,MFA OIL PETRO CARD 24,US-36,70491
WI,Wausau,45.333249,-89.660626,3.454,KWIK TRIP #1033,US-51 EXIT 191B,70492
AR,Hazen,35.387351,-92.24077,3.2257,LOVES TRAVEL STOP #759,US-63/SR-11,70493
CO,Commerce City,40.112752,-105.372869,3.639,7-ELEVEN #37570,I-76/US-6,70494
AR,Lake Village,33.540292,-91.517241,3.269,LOVES TRAVEL STOP #689,US-65 & US-82,70495
WI,Denmark,43.239131,-90.719449,3.3623,KWIK TRIP #1015,"I-43, EXIT 171",70496
WI,Stanley,43.697955,-87.77239,3.469,KWIK TRIP #939,"SR-29, EXIT 101",70498
TX,Lubbock,33.5779,-101.8552,3.0557,STRIPES 7FLEET #42526,SR-289,70500
TX,Midland,32.025075,-95.684049,3.4723,STRIPES 7FLEET #42527,SR-191 & US-349,70501
TX,Odessa,31.919193,-97.042873,3.099,STRIPES 7FLEET #42532,SR-302 & FM-1936,70502
TX,Big Lake,29.778016,-96.584049,3.549,STRIPES 7FLEET #42491,US-67 & SR-137,70503
TX,Lubbock,33.5779,-101.8552,2.9657,STRIPES #42593,LOOP 289 & MLK BLVD,70505
TX,Coleman,32.260369,-99.46052,3.159,ALLSUPS CONVENIENCE STORE #2154,SR-206 / US-283,70507
IL,Schiller Park,40.614163,-91.042019,4.579,7-ELEVEN #34715,I-294 EXIT 20,70508
TX,Early,32.554487,-99.142873,2.9323,ALLSUPS CONVENIENCE STORE #2108,US-377 & US-183,70509
TX,De Leon,31.966252,-95.595814,3.159,ALLSUPS CONVENIENCE STORE #2147,SR-6 & CR-454,70510
TX,Colorado City,32.248605,-97.431108,2.899,STRIPES 7FLEET #42528,"I-20, EXIT 217 & SR-139",70516
IN,Memphis,35.1495,-90.049,3.6257,THORNTONS #164,I-65 EXIT 16 & US-31,70527
TX,Brownsville,25.9017,-97.4975,3.1557,LOVES TRAVEL STOP #767,FM-511 & SR-48,70530
KY,Waddy,38.215199,-84.978891,3.149,SPEEDWAY #9329,"I-64 EXIT 43, SR 395 & 2823",70538
IL,Marshall,32.5449,-94.3674,3.391,PILOT #1174,"I-70/SR-1, EXIT 147",70539
FL,Lake Wales,29.160397,-80.089724,3.5523,LOVES TRAVEL STOP #674,US-27 & SR-60,70540
IA,Spirit Lake,40.852715,-92.442879,3.299,Kwik Star#1012,US-71 & SR-9,70541
TX,White Deer,29.919193,-98.666402,2.969,ALLSUPS CONVENIENCE STORE #2078,US-60,70543
TX,Odonnell,31.389781,-98.648755,3.099,ALLSUPS CONVENIENCE STORE #2100,US-87,70544
TX,Denver City,30.554487,-95.825226,3.3657,ALLSUPS CONVENIENCE STORE #2205,SR-83,70545
TX,Clarendon,31.613311,-95.595814,2.929,ALLSUPS CONVENIENCE STORE #2370,US-287 & SR-70,70546
TX,Bridgeport,31.001546,-96.989932,2.899,ALLSUPS CONVENIENCE STORE #2140,SR-114,70547
TX,Muleshoe,30.825075,-97.766402,3.1907,ALLSUPS CONVENIENCE STORE #2114,US-84,70548
TX,Denver City,30.554487,-95.825226,3.3823,ALLSUPS CONVENIENCE STORE #2194,214 PLAINS HIGHWAY,70549
TX,Giddings,31.778016,-98.031108,3.399,TEXACO #379545,US-290,70550
WI,Milwaukee,43.0389,-87.9065,3.5407,KWIK TRIP #1047,SR-100 & SR-59,70551
MN,Duluth,46.029748,-94.72078,3.499,KWIK TRIP #941,US-2,70552
MN,Worthington,46.35916,-95.391368,3.1657,KWIK TRIP #1028,US-59,70553
TX,Mentone,31.178016,-96.125226,3.1073,HORSESHOE CONVENIENCE,SR 302 & IC 200,70554
TN,Kingston Springs,35.177257,-85.695286,2.9823,THORNTONS #615,I-40 EXIT 188,70555
KY,Catlettsburg,36.756375,-84.414185,3.699,ZIP ZONE EXPRESS,US-23,70556
OK,Big Cabin,36.5378,-95.2202,3.4123,LOVES TRAVEL STOP #727,"I-44, EXIT 283 & US-69",70557
WI,Elkhorn,43.097955,-90.948861,3.2407,LOVES TRAVEL STOP #752,"I-43, EXIT 25 & SR-67",70558
MN,Milaca,46.570925,-94.667839,3.369,KWIK TRIP #1026,"HWY-23/ HWY-169, EXIT 23",70559
AZ,Tacna,33.817994,-109.340045,3.629,PILOT DEALER #1235,"I-8, EXIT 42",70560
TX,Odessa,31.919193,-97.042873,3.599,PILOT #1143,I-20 & SR-302,70561
TN,Portland,45.5051,-122.675,3.024,SPEEDWAY #7161,I-65 & US-31,70562
AZ,Willow Beach,32.417994,-111.263574,3.869,PILOT DEALER #1234,US-93 & CR-145,70563
OH,Avon,39.947607,-81.785503,3.659,SPEEDWAY #7236,"I-90/SR-2, EXIT 151",70564
IA,Estherville,42.617421,-91.913467,3.3323,Kwik Star #1025,SR-9/SR-4,70565
NJ,Ledgewood,40.234198,-73.982776,3.299,LEDGEWOOD BP,I-80/SR-46,70567
OH,Edon,40.818195,-82.473739,3.8873,LOVES TRAVEL STOP #748,"I-90, I-80 & SR-49",70571
MI,Saint Clair,43.214853,-86.486095,3.949,LOVES TRAVEL STOP #745,I-94,70572
WI,Prairie Du Sac,43.227367,-90.507684,3.484,KWIK TRIP #1038,US-12,70573
IL,Williamsville,41.567104,-88.271431,3.299,SPEEDWAY #3961,"I-55, EXIT 109",70574
PA,Mc Kees Rocks,40.231928,-77.977402,3.899,SPEEDWAY #6721,SR 51,70575
WI,Menomonie,44.227367,-90.825332,3.574,KWIK TRIP #593,"I-94, EXIT 41 & SR-25",70576
IL,Crest Hill,41.567104,-88.289078,3.329,SPEEDWAY #3715,US-30,70577
SD,Rapid City,45.4939,-97.312357,3.2073,COMMON CENTS #125,"I-90/US-14, EXIT 61",70578
TX,Jarrell,30.824,-97.6044,2.8857,Exxon/One9 #1338,I-35 & CR-372,70579
MT,Missoula,47.327807,-110.569059,3.674,LOVES TRAVEL STOP #753,I-90 EXIT 96 & SR-474,70580
AL,Eutaw,32.318436,-85.864659,3.1373,LOVES TRAVEL STOP #773,"SR-14 & I-59/20, EXIT 40",70581
IA,Bettendorf,41.06448,-93.99582,3.649,Kwik Star #1039,I-80 EXIT 301,70582
MO,Willow Springs,38.297261,-91.291309,3.419,LOVES TRAVEL STOP #783,US-60 & US-63,70583
TX,Midland,32.025075,-95.684049,3.5657,PILOT TRAVEL CENTER #1209,"I-20, EXIT 136 & SR-349",70584
TX,Andrews,31.519193,-98.895814,3.639,PILOT TRAVEL CENTER #1211,US-385 & CR-1910,70585
NV,Winnemucca,37.072339,-115.917139,3.389,MAVERIK COUNTRY STORE #610,I-80,70586
UT,Gunnison,40.12062,-111.941846,3.419,MAVERIK COUNTRY STORE #623,US-89,70587
PA,Smithton,41.090752,-75.506814,3.9157,SPEEDWAY #7217,I-70 EXIT 49,70588
FL,Saint Augustine,27.666279,-82.295607,3.379,CIRCLE K #2722291,US-1 & SR-206,70590
OH,Canton,41.041724,-81.891386,3.6073,SPEEDWAY #6465,"I-77, EXIT 101",70591
SC,Elgin,34.192186,-81.818536,3.4257,LOVES TRAVEL STOP #751,"I-20, EXIT 87",70592
GA,Calhoun,32.022972,-82.504839,3.279,LOVES TRAVEL STOP #735,I-75/SR-401,70593
IL,Oakwood,39.661222,-90.91849,3.2823,SPEEDWAY #6509,"I-74, EXIT 206",70595
GA,Jefferson,33.575913,-84.022486,3.119,SPEEDWAY #7208,I-85 EXIT 137,70596
KY,Lexington,38.0406,-84.5037,3.129,SPEEDWAY #9394,SR-4 & US-25,70597
TN,Memphis,35.1495,-90.049,3.199,SPEEDWAY #7175,US-78 & SR-175,70598
GA,Warrenton,33.834737,-85.151898,3.4157,Jet Food Store,US-278,70599
IA,Mason City,42.546833,-92.372291,3.264,KWIK STAR #1027,US-65,70600
KS,Abilene,38.767776,-97.776486,2.994,24/7 TRAVEL STORE,I-70 EXIT 275,70601
TX,New Boston,31.389781,-96.46052,3.0807,ROAD RANGER #277,"I-30, EXIT 201 & SR-8",70603
IA,Forest City,43.48801,-95.01935,3.449,KWIK STAR #940,US-69 & SR-9,70604
IL,Cicero,40.355339,-88.483196,3.584,SPEEDWAY #1042,"I-55 & SR-50, EXIT 286",70605
KY,Smiths Grove,38.262258,-85.473008,3.0657,SPEEDWAY #7179,"I-65 & SR-101, EXIT 38",70606
IL,Channahon,39.755339,-87.847902,3.274,SPEEDWAY #8544,"I-55 & US-6, EXIT 24B",70607
MN,Anoka,46.641513,-96.04431,3.624,KWIK TRIP #1017,US-10/SR-47,70608
GA,Jackson,32.2988,-90.1848,3.159,JP TRAVEL PLAZA,"I-75, EXIT 205 & SR-16",70609
IN,Kendallville,39.149426,-86.143572,3.499,Shell,US-6 & SR-3,70611
WA,Thorp,46.936196,-122.293435,3.8357,SHREES TRUCK STOP #2,I-90 EXIT 101,70612
IL,Posen,40.802398,-88.553784,3.399,THORNTONS #0334,I-57 EXIT 350 & SR-83,70615
MO,Kansas City,39.0997,-94.5786,3.099,QUIKTRIP #224,"I-435, EXIT 57",70617
OH,Lockbourne,39.677018,-81.609033,3.4557,LOVES TRAVEL STOP #744,"I-270 N, EXIT 49",70618
MN,Glencoe,44.770925,-94.350192,3.524,KWIK TRIP #1049,US-212 & CR-68,70619
AR,Malvern,34.316763,-91.058417,3.499,LOVES TRAVEL STOP #779,I-30 EXIT 97,70620
GA,Dublin,33.51709,-85.293074,3.399,FRIENDLY GUS STORE #24,I-16 EXIT 53 & SR-19,70621
PA,Douglassville,41.631928,-76.053873,3.799,SPEEDWAY #6781,US-422,70622
IL,Bolingbrook,40.837692,-87.036137,3.444,SPEEDWAY #1127,"I-55, EXIT 267 & SR-53",70623
IA,Bettendorf,41.06448,-93.99582,3.599,KWIK STAR #929,I-74 EXIT 2,70624
ME,Brownville,44.158653,-71.208398,3.9323,BROWNVILLE IRVING,SR-11,70625
CO,Silt,40.442164,-106.837575,3.459,GOLDEN GATE PETROLEUM,"I-70, EXIT 97",70626
WA,Ellensburg,46.9965,-120.5479,3.889,PILOT #1195,"I-90, EXIT 106",70628
MN,North Branch,46.665042,-94.879604,3.4023,KWIK TRIP #930,"I-35, EXIT 147 & SR-95",70629
OH,Kent,40.194665,-82.420797,3.5323,SPEEDWAY #3632,"I-76, EXIT 33 & SR-43",70630
IL,Crete,39.755339,-87.847902,3.499,CIRCLE K #4706705,SR-394,70632
KS,Scott City,37.450129,-94.970604,3.359,CORNER MARKET #101,US-83 & SR-96,70634
OH,Willard,40.571136,-81.379621,3.599,CIRCLE K #4705706,US-224 & SR-99,70635
TX,Donna,29.883899,-98.454637,3.009,CIRCLE K #2704111,I-2/US-83 & CR-493,70637
KS,Topeka,38.014835,-98.570604,3.284,LOVES TRAVEL STOP #769,"I-70, EXIT 358A & US-75",70638
OK,Watonga,34.35946,-96.284799,3.3757,LOVES TRAVEL STOP #794,SR-3/SR-33,70640
VA,Staunton,38.975219,-77.278792,3.649,LOVES TRAVEL STOP #706,"I-81/I-64, EXIT 213",70641
MS,Vicksburg,32.253411,-91.011049,3.549,LOVES TRAVEL STOP #776,"I-20, EXIT 15",70642
AL,Smiths Station,32.247847,-87.752895,3.194,LOVES TRAVEL STOP #774,US-431/CR-248,70643
MN,Delano,45.747395,-93.203133,3.524,KWIK TRIP #1031,I-494 EXIT 20,70644
TX,San Antonio,29.4241,-98.4936,2.9657,QUIKTRIP #4048,"I-410, EXIT164B",70645
WI,Green Bay,44.439131,-91.019449,3.4407,KWIK TRIP #1051,I-43 & CR-N,70646
TX,Pyote,30.930958,-99.231108,3.4657,PILOT #1227,I-20 EXIT 66,70647
NH,Barrington,42.340727,-72.013896,3.899,BARRINGTON APPLEGREEN,SR-125 & SR-9,70648
MN,North Branch,46.665042,-94.879604,3.4273,KWIK TRIP #931,SR-95,70649
UT,Clearfield,40.697091,-110.194787,3.3357,MAVERIK COUNTRY STORE #581,"I-15 N, EXIT 334 & SR-193",70650
TX,Georgetown,31.366252,-98.842873,2.8323,WALBURG TRAVEL CENTER,"I-35, EXIT 266",70651
IL,Mount Vernon,39.33181,-88.077313,3.199,ROADYS MACH 1 #14,I-57 EXIT 94,70652
IL,Tilton,39.261222,-89.100843,3.249,MACH 1 #24,I-74 EXIT 215A & SR-1,70653
AZ,San Simon,32.370935,-112.675339,3.3215,PILOT #1269,I-10 EXIT 378,70654
CO,Grand Junction,39.0639,-108.5506,3.499,GOLDEN GATE PETROLEUM,US-6,70655
MI,Milan,42.450147,-85.833154,3.5715,LOVES TRAVEL STOP #757,"US-23, EXIT 25",70656
VA,Springfield,39.7817,-89.6501,3.899,INTERFUEL,I-96 EXIT 167,70657
OH,New Carlisle,39.300548,-83.320797,3.259,CASEYS #3708,SR-235,70658
IA,Creston,41.805657,-92.407585,3.349,CASEYS #3852,"I-35, EXIT 33 & US-34",70660
MN,Oronoco,44.876807,-91.897251,3.5157,CASEYS #3238,US-52 EXIT 64 & CR-12,70661
PA,Erie,40.98487,-78.718579,3.899,GETGO #3202,I-79 EXIT 183A,70662
IL,Bourbonnais,38.93181,-90.089078,3.349,LENNYS GAS N WASH BOURBONNAIS,US-45/US-52,70663
TX,Buda,30.0852,-97.8402,2.8923,POCO LOCO MARKET,I-35 EXIT 219,70665
IL,Chicago,41.8781,-87.6298,3.599,Thorntons #322,"I-55, EXIT 288",70666
OR,Wasco,45.613197,-123.82682,3.239,EZ TRIP #1226,"I-84, EXIT 104 & US-97",70667
NE,Schuyler,41.719488,-96.141611,3.2823,LOVES TRAVEL STOP #784,US-30 & CR-9,70668
OR,Wasco,45.613197,-123.82682,3.199,TA EXPRESS BIGGS,"I-84, EXIT 104 & US-97",70669
UT,North Salt Lake,39.94415,-112.171258,3.4423,MAVERIK COUNTRY STORE #625,"I-215, EXIT 27 & CR-68",70670
AZ,Mesa,33.4152,-111.8315,4.024,PAC PRIDE,SR-202,70673
MA,Ayer,43.141936,-73.621282,3.649,ALLTOWN FRESH #769,SR-111,70674
AZ,Phoenix,33.4484,-112.074,4.0365,PAC PRIDE,"I-10, EXIT 138",70676
AZ,Glendale,33.5387,-112.186,4.024,PAC PRIDE,US-60,70677
AZ,Phoenix,33.4484,-112.074,4.024,PAC PRIDE,"I-10, EXIT 151",70679
AZ,Phoenix,33.4484,-112.074,4.024,PAC PRIDE,"I-17, EXIT 215B",70680
AZ,Mesa,33.4152,-111.8315,4.0157,PETRO STOP,US-60,70681
IL,East Saint Louis,40.13181,-88.112608,3.5365,LOVES TRAVEL STOP #758,"I-255/US-50, EXIT 15",70682
WI,Hudson,44.568543,-90.313567,3.539,HOLIDAY STATIONSTORE #2746471,US-12,70686
PA,Bellefonte,39.326046,-76.724461,4.0157,RUTTERS #87,"I-99, EXIT 78B & SR-150",70687
TX,San Antonio,29.4241,-98.4936,2.9657,QUIKTRIP #4049,"I-10/US-90, EXIT 583",70691
VT,Rutland,42.875288,-73.690098,3.699,RUTLAND ROUTE 7 IRVING,US-4 & US-7,70692
GA,Dalton,32.646501,-82.73425,3.119,MAPCO #3507,US-76 & SR-71,70693
NM,Carrizozo,34.811103,-108.445541,3.2823,ALLSUPS CONVENIENCE STORE #2132,US-54 & US-380,70695
TX,Midland,32.025075,-95.684049,2.8573,DK #11822,I-20 EXIT 131,70696
NM,Logan,35.258162,-104.404364,3.199,ALLSUPS CONVENIENCE STORE #2038,US-54,70698
TN,Paris,36.683139,-86.736463,2.959,QUIK STOP,US-79,70699
AL,Wetumpka,32.447847,-87.523483,3.199,PATRIOT FUELING CENTER,US-231/SR-9,70700
MO,Joplin,38.36785,-94.397192,3.009,KUM & GO #0702,"I-44, EXIT 6 & SR-86",70704
IL,Morrisonville,41.272986,-89.965549,3.9057,CASEYS #3464,SR-48 & CR-10,70705
MO,Joplin,38.36785,-94.397192,3.2123,BIG APPLE TRAVEL CENTER,I-44/US-71,70706
GA,West Point,31.952384,-83.422486,3.6657,TA Express West Point #283,"I-85/SR-403, EXIT 2 & SR-18",70707
MI,Grand Ledge,42.697206,-84.633154,3.949,LOVES TRAVEL STOP #785,"I-96, EXIT 90",70708
MO,Center,38.038438,-93.250133,3.1657,VP Racing Fuels,SR-19,70709
MS,Walnut,33.441646,-91.275755,3.559,LOVES TRAVEL STOP #799,US-72 & SR-15,70710
TX,Laredo,27.5306,-99.4803,3.2557,LOVES TRAVEL STOP #762,FM-1472,70711
AZ,Page,34.335641,-112.12828,3.999,PILOT TRAVEL CENTER #1281,US-89,70714
OH,Columbus,39.9612,-82.9988,3.2023,Certified Oil #400491,I-270 EXIT 52,70717
AR,Brinkley,36.399116,-90.74077,3.199,ROAD RANGER #278,"I-40, EXIT 216 & US-49",70718
MO,Jonesburg,38.461967,-91.608956,3.299,FAST LANE #31,"I-70, EXIT 183",70719
MN,Sauk Rapids,44.865042,-94.067839,3.189,SPEEDWAY #4453,SR-23,70720
NY,Syracuse,43.183373,-74.074522,4.099,SPEEDWAY #9935,I-90 EXIT 35 & SR-298,70722
NY,Painted Post,40.72455,-75.503933,4.099,SPEEDWAY #9932,I-99 EXIT 8 & SR-417,70723
SC,Summerton,33.356892,-81.783242,3.509,LOVES TRAVEL STOP #790,"I-95, EXIT108",70724
KY,Oak Grove,37.391669,-86.478891,3.1423,LOVES TRAVEL STOP #782,"I-24 & US-41, EXIT 86",70725
KS,Belleville,39.767776,-95.394133,3.339,CASEYS #1195,US-36,70726
MN,Pipestone,46.512101,-92.179604,3.449,CASEYS #2998,US-75 & SR-23,70727
SD,Freeman,43.811547,-98.124122,3.299,CASEYS #3245,US-81,70728
SD,Fort Pierre,43.152723,-101.371181,3.399,CASEYS #3785,US-14,70729
SD,Yankton,44.352723,-101.01824,3.139,CASEYS #3855,US-81,70730
IL,Rochelle,41.167104,-87.212608,3.759,PILOT TRAVEL CENTERS #1181,IL-38 E,70731
UT,Salt Lake City,40.7608,-111.891,3.4423,MAVERIK COUNTRY STORE #627,I-15 EXIT 303,70732
MO,Macon,38.414909,-91.785427,3.2907,CASEYS #1607,US-63,70733
IL,Brighton,39.025928,-89.930255,3.267,CASEYS #1778,SR-267/SR-111,70735
IA,Ankeny,41.393892,-92.125232,3.139,CASEYS #1941,"I-35, EXIT 90 & SR-160",70736
IA,Colfax,43.182127,-93.254644,3.099,CASEYS #2272,I-80/US-6 EXIT 155 & SR-117,70737
MO,Joplin,38.36785,-94.397192,3.0223,QUIKTRIP #7061,I-49 EXIT 39A,70738
MO,Brookfield,39.485497,-91.308956,3.249,CASEYS #2602,US-36/SR-5 & SR-11,70739
IL,Altamont,41.202398,-87.265549,3.149,JACK FLASH,"I-70, EXIT 82 & SR 128",70740
IN,Geneva,39.161191,-87.943572,3.594,CASEYS #3590,US-27,70741
IA,Greene,43.005657,-95.072291,3.599,CASEYS #3653,SR-14,70742
MN,Randall,45.594454,-94.703133,3.4857,CASEYS #3659,US-10 & SR-115,70743
IL,Utica,41.272986,-90.177313,3.0423,CASEYS #3686,I-80 EXIT 81,70744
MN,Mountain Lake,44.73563,-94.84431,3.4023,CASEYS #3752,",",70745
NE,Aurora,39.7294,-104.8319,3.099,CASEYS #3085,US-34 & SR-14,70746
OK,Seminole,35.665342,-96.073035,3.0257,CASEYS #3702,US-377/SR-99 & SR-9,70747
IA,Vinton,41.640951,-94.560526,3.199,CASEYS #3717,US-218,70748
KS,Ulysses,37.214835,-98.747074,3.409,CASEYS #3719,US-160,70749
OK,Blackwell,34.077107,-97.114211,2.999,CASEYS #3787,"I-35, EXIT 222",70750
WI,Saukville,45.097955,-88.107684,3.289,CASEYS #3795,"I-43, EXIT 96",70751
AR,Russellville,34.352057,-90.652535,3.419,CASEYS #3755,SR-7/SR-27,70752
OK,Drumright,36.33593,-95.949505,3.119,CASEYS #3798,"I-44, EXIT 211",70753
KS,Douglass,39.603071,-96.947074,3.264,CASEYS #3758,US-77,70754
KS,Hugoton,37.261894,-96.241192,3.3923,CASEYS #3809,US-56 & SR-51,70755
KS,Tonganoxie,37.791306,-94.952957,3.159,CASEYS #3780,US-40,70756
OK,McAlester,36.241813,-96.584799,3.2257,CASEYS #3811,US-69,70757
MN,Janesville,46.312101,-92.126663,3.5823,CASEYS #3832,"I-35, EXIT 40A & US-14",70759
NE,Seward,41.495958,-98.841611,3.369,CASEYS #2730,US-34 & SR-15,70760
WI,Kieler,44.792072,-91.142979,3.489,CASEYS #3841,"US-61, EXIT 5",70761
IA,Manchester,42.758598,-94.11935,3.5457,CASEYS #3854,"US-20, EXIT 275 & SR-13",70763
IL,Tonica,39.472986,-89.577313,3.1223,CASEYS #3856,"I-51, EXIT 48 & SR-251",70764
TX,Temple,31.083899,-99.301696,2.9657,CEFCO #103,SR-36,70765
IL,Shannon,39.084751,-89.047902,3.699,CASEYS #3493,SR-72,70767
IL,South Pekin,38.990633,-90.61849,3.6657,CASEYS #3497,SR-29,70768
OK,Nowata,36.147695,-98.084799,3.1823,CASEYS #3527,US-169 & US-60,70769
IA,Washington,38.9072,-77.0369,3.271,CASEYS #3528,SR-92,70770
MN,Sleepy Eye,44.723866,-92.197251,3.3323,CASEYS #3545,US-14/CR-27,70771
IL,Mulberry Grove,40.449457,-88.642019,3.489,CASEYS #3554,"I-70, EXIT 52",70772
KS,Seneca,38.861894,-96.73531,3.159,CASEYS #3575,US-36,70773
IA,Early,43.158598,-94.736997,3.299,CASEYS #3079,"US-20, EXIT 71 & US-71",70774
KS,Overbrook,37.579541,-97.264721,3.1957,CASEYS #3576,US-56,70775
KS,Smith Center,38.6266,-97.017662,3.179,CASEYS #3579,US-36,70776
OH,Tipp City,41.80643,-84.097268,3.099,CASEYS #3588,"I-75 N, EXIT 69",70778
IA,Minden,41.911539,-95.19582,3.159,CASEYS #3204,"I-80, EXIT 29 & I-880, EXIT 29A",70779
MN,Saint Cloud,46.93563,-94.756074,3.249,CASEYS #3306,SR-15 & CR-47/CR-136,70780
NE,Gibbon,41.919488,-96.98867,3.049,CASEYS #3465,"I-80, EXIT 285 & US-30",70782
GA,Port Wentworth,33.364148,-83.140133,3.0907,ENMARKET #820,"I-95/SR-405, EXIT 109 & SR-21",70783
NC,Hope Mills,36.612419,-77.891713,2.909,CIRCLE K #2723046,"I-95, EXIT 41 & SR-59/CR2252",70784
SC,Columbia,34.0007,-81.0348,3.204,CIRCLE K #2705347,"I-77, EXIT 5 & SR-48",70785
TX,Corpus Christi,27.8006,-97.3964,3.0607,CIRCLE K #2741502,"I-37, EXIT 9",70786
GA,Ellabell,32.1449,-81.4835,3.2957,LOVES TRAVEL STOP #778,"I-16, EXIT 143 & US-280",70787
OH,Bedford,39.912312,-84.556091,3.649,SPEEDWAY #1031,"I-480 & I-271, EXIT 26",70788
WI,Neenah,42.897955,-91.513567,3.449,7FLEET #46080,"I-41 & US-41, EXIT 133",70789
MO,New Florence,37.285497,-92.96778,3.1223,LOVES TRAVEL STOP #788,"I-70, EXIT 175",70790
TN,Holladay,36.530198,-87.071757,3.1223,LOVES TRAVEL STOP #791,"I-40, EXIT 126",70791
NE,Cambridge,41.778311,-100.023964,3.364,ANEW TRAVEL CENTER,US-6/34 & CR-410,70792
UT,Green River,41.5272,-109.466,3.345,LOVES TRAVEL STOPS #119,"I-70, EXIT 160",70793
OH,Carey,39.288783,-84.273739,3.1757,CASEYS #3747,SR-103 & CR-96,70794
TX,Fort Worth,32.7555,-97.3308,3.0323,QUICK FUEL #3177,"I-35W, EXIT 56",70796
TX,Carrollton,31.283899,-96.795814,3.0157,QUICK FUEL #3176,"I-35E, EXIT 442",70797
WI,Janesville,44.897955,-89.39592,3.399,QUICK FUEL #1926,"I-90, EXIT 171B & US-14",70798
NV,Sparks,37.519397,-115.299492,4.0523,FLYERS #768,"I-80, EXIT 19 & SR-659",70831
NV,Sparks,37.519397,-115.299492,4.059,FLYERS #766,SR-648,70832
NV,Reno,39.5296,-119.8138,4.0523,FLYERS #764,SR-667,70833
NV,Sparks,37.519397,-115.299492,4.0507,FLYERS #759,"I-80, EXIT 19",70845
NV,Carson City,38.566456,-117.240668,3.699,FLYERS #761,"I-580, EXIT 5",70855
AL,Hope Hull,31.836083,-85.705836,3.0523,SPEEDWAY #1012,"I-65, EXIT 158 & CR-6",70858
NV,Carson City,38.566456,-117.240668,3.699,FLYERS #732,I-580 & US-50,70859
NV,Elko,39.237044,-116.234786,3.629,FLYERS #726,"I-80, EXIT 303",70860
NV,Reno,39.5296,-119.8138,4.054,FLYERS #747,"I-580/US-395, EXIT 29 & SR-659",70864
NE,Scottsbluff,41.507723,-99.829847,3.599,ESSENTIAL FUELS,US-26,70870
CT,Madison,43.0731,-89.4012,4.239,ALLTOWN MARKETS #835,"I-95, EXIT 62",70871
FL,Lake City,26.548632,-80.107371,3.299,TA LAKE CITY #288,"I-75, EXIT 414",70873
TX,Navasota,30.389781,-99.16052,3.4323,CIRCLE T,SR-6 & SR-515,70874
TX,Liberty,30.754487,-97.589932,3.1323,FUEL MAXX #57,SR-105 & SR-146,70875
NH,Walpole,43.940727,-72.137425,3.6857,JIFFY MART,SR-123/SR-12,70876
IL,Wadsworth,39.343575,-90.371431,3.789,LOVES TRAVEL STOP #770,"US-41, EXIT 1A",70877
ID,Malad City,44.799283,-115.811181,3.394,MAVERIK COUNTRY STORE #630,I-15 EXIT 13,70878
NM,Albuquerque,35.0844,-106.6504,3.194,MAVERIK COUNTRY STORE #611,I-40 EXIT 154,70879
PA,Leesport,41.302517,-77.253873,3.8973,RUTTERS #81,SR-61 & SR-73,70880
PA,Duncansville,39.396634,-78.64799,4.099,RUTTERS #79,"I-99/US-220, EXIT 28 US-22/SR-764",70881
PA,Duncannon,41.714281,-75.736226,4.294,RUTTERS #77,US-11/US-15 & US-22,70882
PA,Lebanon,41.420164,-75.34799,3.799,RUTTERS #41,US-422,70883
MD,Walkersville,40.234534,-77.763866,3.9323,RUTTERS #75,SR-194 & SR-550,70884
WI,Combined Locks,45.756778,-88.442979,3.549,KWIK TRIP #1061,CR-CE & CR-HH,70885
GA,Madison,43.0731,-89.4012,3.849,LOVES TRAVEL STOP #781,"I-20, EXIT 113 & SR-83",70887
OK,Altus,35.206518,-95.773035,2.999,HUTCHS #125,US-283,70888
OH,Conneaut,39.253489,-81.309033,3.359,TRUCK WORLD,I-90 EXIT 241 & SR-7,70889
TX,Henrietta,32.272134,-99.742873,3.1257,PILOT #1299,US-287 & SR-148,70890
VA,Chesapeake,36.7682,-76.2875,3.5257,QUARLES #4908,I-64 EXIT 297,70891
VA,Fredericksburg,38.916396,-75.955262,3.759,QUARLES #4001,I-95 EXIT 133,70892
VA,Fredericksburg,38.916396,-75.955262,3.759,QUARLES #4002,"I-95 EXIT 130A, SR-2",70893
MD,Waldorf,40.034534,-75.805042,3.759,QUARLES #4009,US-301,70894
VA,Woodford,36.645808,-80.314086,2.899,QUARLES #4011/SHELL,I-95 EXIT 118,70895
VA,Front Royal,37.069337,-78.761144,3.699,QUARLES #4200,US-522,70896
VA,Broadway,37.339925,-79.290556,3.459,QUARLES #4302,SR-801 & SR-42,70897
VA,Harrisonburg,38.328161,-79.978792,2.899,QUARLES #4303,"I-81 EXIT 243, US-11",70898
VA,Waynesboro,37.222278,-80.22585,3.799,QUARLES #4304,"I-64 EXIT 96, SR-624",70899
